Median_Household_Income,Total_Population,PRICE,Avg_Household_Size,Gini_Index,ZIP_CODE,YEAR,Employment_Rate,Below_Poverty_Rate,Rate_College_or_Higher,Black_Portion,White_Portion,American_Indian_and_Alaska_Native_Portion,Asian_Portion,NUM_FIRES,TOTAL_ACRES_BURNED_IN_ZIP,AVG_FIRE_DURATION_DAYS,MAX_PCT_ZIP_BURNED,ANY_MAJOR_FIRE,FIRE_EXPOSED,NEXT_YEAR_PRICE,PRICE_CHANGE,PCT_PRICE_CHANGE (%),ROLLING_1yr_PRICE_CHANGE,HOME_PRICE_LAG1,PRICE_CHANGE_LAG1,PRICE_CHANGE_DIFF,PREV_MAX_PCT_ZIP_BURNED,FIRE_LAST_YEAR,FIRE_SHOCK
43180.0,63095,838000.0,2.77,0.5609,90004,2016,91.17542175284598,20.516770423072035,45.05948262393144,3.8117124970282905,40.591172042158654,0.1822648387352405,25.15254774546319,0.0,0.0,0.0,0.0,0.0,0,918500.0,80500.0,9.606205250596659,12.332439678284182,746000.0,92000.0,-11500.0,0.0,0,0
46581.0,62733,918500.0,2.79,0.5541,90004,2017,92.88676841334816,19.150874053242145,43.65485637643903,4.055281909043088,37.75843654854702,0.1705641368976455,25.074522181308083,0.0,0.0,0.0,0.0,0.0,0,1014000.0,95500.0,10.39738704409363,9.606205250596659,838000.0,80500.0,15000.0,0.0,0,0
48754.0,61586,1014000.0,2.76,0.5402,90004,2018,95.19179429534915,18.06014621358907,43.35893870666271,3.885623355957523,38.14178547072387,0.1688695482739583,25.143701490598513,0.0,0.0,0.0,0.0,0.0,0,1063200.0,49200.0,4.85207100591716,10.39738704409363,918500.0,95500.0,-46300.0,0.0,0,0
32086.0,39592,664400.0,2.59,0.485,90005,2012,88.95961464023053,26.63359821835299,38.17212156633548,5.698120832491412,23.26227520711255,0.5001010305112144,30.703172358052132,0.0,0.0,0.0,0.0,0.0,0,633600.0,-30800.0,-4.635761589403973,,,,,0.0,0,0
31893.0,39548,633600.0,2.57,0.4662,90005,2013,87.98182052051622,26.59706560575729,39.457853422346126,4.968645696368969,20.72418327096187,0.6776575300900172,31.819561039749168,0.0,0.0,0.0,0.0,0.0,0,635500.0,1900.0,0.29987373737373735,-4.635761589403973,664400.0,-30800.0,32700.0,0.0,0,0
31214.0,38638,635500.0,2.5,0.4962,90005,2014,88.28294204279649,28.406376570775784,39.56515253225927,4.280759873699467,19.550701382059113,0.566799523784875,33.32470624773539,0.0,0.0,0.0,0.0,0.0,0,688300.0,52800.0,8.308418568056648,0.29987373737373735,633600.0,1900.0,50900.0,0.0,0,0
31142.0,38979,688300.0,2.45,0.4912,90005,2015,89.96628047726094,29.36679536679537,40.82158942321662,5.487570230123913,18.4330023859001,0.5823648631314298,33.687370122373586,0.0,0.0,0.0,0.0,0.0,0,672600.0,-15700.0,-2.2809821298852246,8.308418568056648,635500.0,52800.0,-68500.0,0.0,0,0
31485.0,39338,672600.0,2.43,0.4879,90005,2016,89.96935560447149,29.36677883144693,41.3870806209314,5.6256037419289235,18.99181453047943,0.7143220295897097,33.781585235650006,0.0,0.0,0.0,0.0,0.0,0,713400.0,40800.0,6.066012488849242,-2.2809821298852246,688300.0,-15700.0,56500.0,0.0,0,0
32461.0,39562,713400.0,2.4,0.487,90005,2017,91.30805283340436,28.670743155811536,41.377617227229685,6.228198776603812,20.33517011273444,0.829078408573884,34.82382083817805,0.0,0.0,0.0,0.0,0.0,0,734200.0,20800.0,2.915615363050182,6.066012488849242,672600.0,40800.0,-20000.0,0.0,0,0
35149.0,39479,734200.0,2.39,0.4895,90005,2018,92.82846163809852,28.059291652894665,40.590329381674906,6.137440158058715,21.01876947237772,0.5547252969933383,35.079409306213435,0.0,0.0,0.0,0.0,0.0,0,777100.0,42900.0,5.843094524652683,2.915615363050182,713400.0,20800.0,22100.0,0.0,0,0
30260.0,58849,423600.0,3.14,0.4092,90006,2012,86.70784993219827,31.880860452289024,25.763549387583453,3.28297847032235,24.868731839113664,0.3143638804397696,18.187224931604614,0.0,0.0,0.0,0.0,0.0,0,392100.0,-31500.0,-7.436260623229461,,,,,0.0,0,0
30961.0,59498,392100.0,3.12,0.3997,90006,2013,85.79256126976564,31.814695505445624,26.03659474142791,3.2085112104608555,21.983932233016233,0.6101045413291203,18.066153484150725,0.0,0.0,0.0,0.0,0.0,0,403200.0,11100.0,2.8309104820198927,-7.436260623229461,423600.0,-31500.0,42600.0,0.0,0,0
31403.0,61419,403200.0,3.18,0.3935,90006,2014,85.63583319032092,30.880268925287545,26.54512895764419,3.2400397271202723,18.059558117195003,0.7522102281053095,18.066070759862583,0.0,0.0,0.0,0.0,0.0,0,436500.0,33300.0,8.258928571428571,2.8309104820198927,392100.0,11100.0,22200.0,0.0,0,0
31521.0,61625,436500.0,3.16,0.3927,90006,2015,86.23578695391981,29.85726004922067,27.42165592561617,3.2016227180527386,18.773225152129815,0.7269776876267748,17.98133874239351,0.0,0.0,0.0,0.0,0.0,0,469200.0,32700.0,7.491408934707904,8.258928571428571,403200.0,33300.0,-600.0,0.0,0,0
31993.0,61230,469200.0,3.09,0.4018,90006,2016,88.36196820944366,28.7957769712966,28.76073437962689,3.465621427404867,21.67891556426588,0.9080516086885512,19.05438510534052,0.0,0.0,0.0,0.0,0.0,0,530500.0,61300.0,13.06479113384484,7.491408934707904,436500.0,32700.0,28600.0,0.0,0,0
33790.0,62329,530500.0,3.15,0.4149,90006,2017,90.20491332797612,28.722869693482245,29.911745398847582,3.3531742848433312,26.156363811387955,1.110237610101237,18.153668436843205,0.0,0.0,0.0,0.0,0.0,0,585300.0,54800.0,10.329877474081057,13.06479113384484,469200.0,61300.0,-6500.0,0.0,0,0
35411.0,61698,585300.0,3.12,0.4328,90006,2018,91.98018941697802,28.372580486686537,31.15172329203974,3.346948037213524,28.47255988848909,0.9173717138318908,18.729942623747935,0.0,0.0,0.0,0.0,0.0,0,608600.0,23300.0,3.9808645139244834,10.329877474081057,530500.0,54800.0,-31500.0,0.0,0,0
22047.0,43653,408100.0,3.26,0.5569,90007,2012,86.92758909646572,44.54060716486696,29.653061224489797,9.86186516390626,35.68826884750189,0.2336609167754793,15.808764575172384,0.0,0.0,0.0,0.0,0.0,0,388900.0,-19200.0,-4.70472923303112,,,,,0.0,0,0
22420.0,43173,388900.0,3.25,0.543,90007,2013,86.34287454323996,45.647279549718576,32.18490836490222,9.915919672017234,34.04674217682348,0.3636532091816644,17.13570981863665,0.0,0.0,0.0,0.0,0.0,0,372500.0,-16400.0,-4.217022370789406,-4.70472923303112,408100.0,-19200.0,2800.0,0.0,0,0
22646.0,43779,372500.0,3.24,0.5357,90007,2014,86.76478025590451,47.048943708174775,32.482074452411354,10.132712030882386,28.785490760410244,0.4043034331528815,18.703031133648555,0.0,0.0,0.0,0.0,0.0,0,368600.0,-3900.0,-1.0469798657718121,-4.217022370789406,388900.0,-16400.0,12500.0,0.0,0,0
22304.0,43426,368600.0,3.2,0.5319,90007,2015,85.89373448817302,48.839111392538655,34.25717363627461,10.171325933772394,28.63261640491871,0.5204255515129186,20.05480587666375,0.0,0.0,0.0,0.0,0.0,0,421200.0,52600.0,14.270211611502983,-1.0469798657718121,372500.0,-3900.0,56500.0,0.0,0,0
22485.0,41979,421200.0,3.07,0.5332,90007,2016,86.95858362314259,48.47992509775844,35.516093229744726,10.38614545367922,29.312275185211657,0.5478929941161057,20.02429786321732,0.0,0.0,0.0,0.0,0.0,0,523500.0,102300.0,24.28774928774929,14.270211611502983,368600.0,52600.0,49700.0,0.0,0,0
23070.0,41221,523500.0,3.0,0.5537,90007,2017,87.09505824777914,46.49061065908387,35.62871237289842,10.962858737051503,29.83673370369472,0.6186167244850925,20.22512796875379,0.0,0.0,0.0,0.0,0.0,0,580700.0,57200.0,10.926456542502388,24.28774928774929,421200.0,102300.0,-45100.0,0.0,0,0
25226.0,41716,580700.0,2.98,0.6052,90007,2018,87.27078782953218,44.16980868593772,35.198778264939165,10.86633426023588,31.58260619426599,0.7119570428612523,20.625179787132037,0.0,0.0,0.0,0.0,0.0,0,622600.0,41900.0,7.215429653866023,10.926456542502388,523500.0,57200.0,-15300.0,0.0,0,0
39661.0,33754,478700.0,2.39,0.4952,90008,2012,86.06741573033709,25.302786229938544,50.272866186422185,71.68335604669076,7.605024589678261,0.6932511702316763,2.5863601350950995,0.0,0.0,0.0,0.0,0.0,0,447500.0,-31200.0,-6.517651974096511,,,,,0.0,0,0
38210.0,33280,447500.0,2.37,0.5054,90008,2013,83.68595794544626,27.091211617001964,46.583118641107376,68.7109375,11.069711538461538,0.2133413461538461,2.5090144230769234,0.0,0.0,0.0,0.0,0.0,0,443800.0,-3700.0,-0.8268156424581006,-6.517651974096511,478700.0,-31200.0,27500.0,0.0,0,0
36180.0,33012,443800.0,2.31,0.5142,90008,2014,85.59238595339679,26.4041179337232,47.9482953066713,69.3020719738277,12.14709802496062,0.2938325457409427,3.226099600145402,0.0,0.0,0.0,0.0,0.0,0,462500.0,18700.0,4.213609734114466,-0.8268156424581006,447500.0,-3700.0,22400.0,0.0,0,0
36564.0,31837,462500.0,2.21,0.5115,90008,2015,86.86518200744433,23.09416332586256,48.66490673821786,67.78276847692936,13.5596946948519,0.3989069321858215,3.665546376857116,0.0,0.0,0.0,0.0,0.0,0,507900.0,45400.0,9.816216216216215,4.213609734114466,443800.0,18700.0,26700.0,0.0,0,0
36134.0,32060,507900.0,2.19,0.5216,90008,2016,88.97564603086076,21.17297466374726,48.709636138719446,65.66126013724268,17.43605739238927,0.3150343106674984,3.0879600748596383,0.0,0.0,0.0,0.0,0.0,0,566000.0,58100.0,11.439259696790707,9.816216216216215,462500.0,45400.0,12700.0,0.0,0,0
36641.0,32359,566000.0,2.16,0.5322,90008,2017,89.00883218842002,22.318912390449352,50.435262643849,66.72641305355542,18.368923637936895,0.2966717142062486,3.2417565437745295,0.0,0.0,0.0,0.0,0.0,0,636500.0,70500.0,12.45583038869258,11.439259696790707,507900.0,58100.0,12400.0,0.0,0,0
39907.0,31739,636500.0,2.13,0.5351,90008,2018,89.6346330979429,21.873420919656393,53.39323512894726,66.16780616906645,16.887740634550553,0.3024669964397114,3.4720690632975204,0.0,0.0,0.0,0.0,0.0,0,701800.0,65300.0,10.25923016496465,12.45583038869258,566000.0,70500.0,-5200.0,0.0,0,0
53353.0,3835,562100.0,1.82,0.5636,90010,2012,91.78897262990876,17.340286831812254,62.22556390977443,1.199478487614081,20.234680573663624,1.955671447196871,70.58670143415907,0.0,0.0,0.0,0.0,0.0,0,514300.0,-47800.0,-8.503824942181106,,,,,0.0,0,0
51359.0,4133,514300.0,1.77,0.5691,90010,2013,93.06016980435584,18.04984272925236,60.38868248070878,1.4517299782240505,19.67094120493588,1.863053472054198,70.86861843697072,0.0,0.0,0.0,0.0,0.0,0,569900.0,55600.0,10.81081081081081,-8.503824942181106,562100.0,-47800.0,103400.0,0.0,0,0
47308.0,3792,569900.0,1.74,0.5358,90010,2014,92.08573784006596,17.985232067510548,61.95244055068836,1.8196202531645569,19.699367088607595,0.2637130801687763,73.65506329113924,0.0,0.0,0.0,0.0,0.0,0,710800.0,140900.0,24.72363572556589,10.81081081081081,514300.0,55600.0,85300.0,0.0,0,0
45786.0,3740,710800.0,1.71,0.5055,90010,2015,92.39543726235742,15.454545454545451,60.74122663168252,4.010695187165775,18.208556149732622,0.320855614973262,72.6470588235294,0.0,0.0,0.0,0.0,0.0,0,759400.0,48600.0,6.837366347777153,24.72363572556589,569900.0,140900.0,-92300.0,0.0,0,0
47569.0,3524,759400.0,1.72,0.4786,90010,2016,91.59844894442053,16.48694665153235,63.92600205549846,5.646992054483541,18.87060158910329,0.2837684449489216,69.12599318955732,0.0,0.0,0.0,0.0,0.0,0,816300.0,56900.0,7.492757440084278,6.837366347777153,710800.0,48600.0,8300.0,0.0,0,0
47115.0,3759,816300.0,1.89,0.4973,90010,2017,92.09014582412726,14.232508645916466,59.63815789473684,4.788507581803671,23.06464485235435,0.0532056397978185,66.2144187283852,0.0,0.0,0.0,0.0,0.0,0,876800.0,60500.0,7.4114908734533875,7.492757440084278,759400.0,56900.0,3600.0,0.0,0,0
61849.0,3702,876800.0,1.88,0.4941,90010,2018,91.93254329990884,12.344678552133985,67.01812191103788,4.646137223122636,20.475418692598595,1.053484602917342,67.01782820097245,0.0,0.0,0.0,0.0,0.0,0,866000.0,-10800.0,-1.2317518248175183,7.4114908734533875,816300.0,60500.0,-71300.0,0.0,0,0
30198.0,100671,291100.0,4.58,0.4237,90011,2012,90.26716235250652,42.41231531522532,14.559183822722783,7.756950859731204,26.772357481300475,0.2384003337604672,0.5969941691251701,0.0,0.0,0.0,0.0,0.0,0,269300.0,-21800.0,-7.488835451734799,,,,,0.0,0,0
30171.0,100882,269300.0,4.57,0.4248,90011,2013,89.45598738521473,43.33386524115371,14.649190439475712,7.574195594853393,27.91479153862929,0.4371443865109732,0.6185444380563431,0.0,0.0,0.0,0.0,0.0,0,269100.0,-200.0,-0.07426661715558856,-7.488835451734799,291100.0,-21800.0,21600.0,0.0,0,0
29889.0,102926,269100.0,4.61,0.4209,90011,2014,90.039479057948,44.17081989641357,14.239464835086212,8.015467423197249,29.31232147368012,0.5392223539241786,0.6441521092823971,0.0,0.0,0.0,0.0,0.0,0,277600.0,8500.0,3.1586770717205495,-0.07426661715558856,269300.0,-200.0,8700.0,0.0,0,0
30251.0,104058,277600.0,4.56,0.4288,90011,2015,90.19926620822989,42.375898532356835,14.652605024350937,8.610582559726307,35.56478117972669,0.6140806088911953,0.6333006592477273,0.0,0.0,0.0,0.0,0.0,0,294800.0,17200.0,6.195965417867435,3.1586770717205495,269100.0,8500.0,8700.0,0.0,0,0
31684.0,104762,294800.0,4.49,0.4215,90011,2016,91.34122712594188,39.07720104177679,15.68394398222314,8.570855844676505,36.2698306637903,1.0003627269429756,0.5450449590500372,0.0,0.0,0.0,0.0,0.0,0,328500.0,33700.0,11.431478968792401,6.195965417867435,277600.0,17200.0,16500.0,0.0,0,0
33824.0,108051,328500.0,4.51,0.4252,90011,2017,91.86118315425466,36.18416762160299,17.188678296717107,8.366419561133169,40.91031087171799,0.953253556191058,0.5728776226041407,0.0,0.0,0.0,0.0,0.0,0,350500.0,22000.0,6.69710806697108,11.431478968792401,294800.0,33700.0,-11700.0,0.0,0,0
36954.0,109414,350500.0,4.52,0.4275,90011,2018,92.07078238393478,33.043189919588826,18.312513198719927,7.775056208529072,46.10196135777871,0.9770230500667192,0.5118175005026779,0.0,0.0,0.0,0.0,0.0,0,377600.0,27100.0,7.731811697574893,6.69710806697108,328500.0,22000.0,5100.0,0.0,0,0
26094.0,29164,402400.0,2.25,0.5433,90012,2012,92.37841043890866,34.66321243523316,31.38368524710301,10.111781648607874,27.787683445343575,0.0788643533123028,45.41558085310657,0.0,0.0,0.0,0.0,0.0,0,394500.0,-7900.0,-1.963220675944334,,,,,0.0,0,0
28879.0,29528,394500.0,2.21,0.5333,90012,2013,93.00307864539604,35.13839866245588,34.483229417922,11.04375507992414,28.70157138986724,0.2065835816851801,42.6578163099431,0.0,0.0,0.0,0.0,0.0,0,393800.0,-700.0,-0.17743979721166034,-1.963220675944334,402400.0,-7900.0,7200.0,0.0,0,0
29492.0,30029,393800.0,2.18,0.5364,90012,2014,94.33094054849992,34.60020862624155,36.24543398851974,11.768623663791669,28.512437976622596,0.4795364481001698,43.471311065969566,0.0,0.0,0.0,0.0,0.0,0,397300.0,3500.0,0.8887760284408328,-0.17743979721166034,394500.0,-700.0,4200.0,0.0,0,0
31576.0,30860,397300.0,2.13,0.5256,90012,2015,94.40715883668904,32.754833040421794,36.38863428047663,11.558651976668829,30.427738172391443,0.6027219701879456,42.60207388204796,0.0,0.0,0.0,0.0,0.0,0,432700.0,35400.0,8.91014346841178,0.8887760284408328,393800.0,3500.0,31900.0,0.0,0,0
32712.0,32543,432700.0,2.13,0.5361,90012,2016,93.3210538960519,32.09452468650416,37.76055056757505,12.518821251882123,29.001628614448578,0.5776972006268629,40.958116952954555,0.0,0.0,0.0,0.0,0.0,0,465100.0,32400.0,7.487866882366536,8.91014346841178,397300.0,35400.0,-3000.0,0.0,0,0
38786.0,33783,465100.0,2.11,0.534,90012,2017,92.88118232367572,29.755037534571315,38.85190398295735,12.725335227777284,28.585383180889796,0.8643400526892223,40.42565787526271,0.0,0.0,0.0,0.0,0.0,0,495400.0,30300.0,6.514728015480542,7.487866882366536,432700.0,32400.0,-2100.0,0.0,0,0
42275.0,35913,495400.0,2.11,0.541,90012,2018,92.04537781079074,29.07309105757452,41.65157165689931,13.432461782641385,27.800517918302564,0.9968535070865704,39.036003675549246,0.0,0.0,0.0,0.0,0.0,0,533200.0,37800.0,7.630197819943479,6.514728015480542,465100.0,30300.0,7500.0,0.0,0,0
17072.0,9318,315300.0,1.25,0.5941,90013,2012,81.62597533350113,50.30606566499721,43.372615721054544,33.74114616870573,34.20261858767976,0.4400085855333763,17.34277742004722,0.0,0.0,0.0,0.0,0.0,0,312200.0,-3100.0,-0.9831906121154456,,,,,0.0,0,0
20271.0,10256,312200.0,1.27,0.5871,90013,2013,78.7436676798379,48.32194533762058,45.01635768811341,34.21411856474259,32.59555382215289,1.121294851794072,15.298361934477375,0.0,0.0,0.0,0.0,0.0,0,384900.0,72700.0,23.286354900704676,-0.9831906121154456,315300.0,-3100.0,75800.0,0.0,0,0
21120.0,10575,384900.0,1.31,0.5924,90013,2014,81.16685670847586,46.39945652173913,46.37468566638726,32.652482269503544,32.009456264775416,1.0401891252955082,16.86052009456265,0.0,0.0,0.0,0.0,0.0,0,418100.0,33200.0,8.625617043387892,23.286354900704676,312200.0,72700.0,-39500.0,0.0,0,0
19887.0,11299,418100.0,1.34,0.6451,90013,2015,84.31750481864377,44.403321899259794,51.60626836434867,31.98513142755996,35.05619966368705,1.0531905478360917,15.7624568545889,0.0,0.0,0.0,0.0,0.0,0,476700.0,58600.0,14.015785697201627,8.625617043387892,384900.0,33200.0,25400.0,0.0,0,0
22058.0,11668,476700.0,1.36,0.6341,90013,2016,85.77426939872355,45.100914265999656,51.6449814126394,30.1851217003771,37.27288309907439,1.0713061364415497,16.583818992115187,0.0,0.0,0.0,0.0,0.0,0,531900.0,55200.0,11.57960981749528,14.015785697201627,418100.0,58600.0,-3400.0,0.0,0,0
