Median_Household_Income,Total_Population,PRICE,Avg_Household_Size,Gini_Index,ZIP_CODE,YEAR,Employment_Rate,Below_Poverty_Rate,Rate_College_or_Higher,Black_Portion,White_Portion,American_Indian_and_Alaska_Native_Portion,Asian_Portion
36875,387,371400,2.51,0.3492,96065,2014,96.55172413793103,8.895705521472392,62.37942122186495,8.785529715762273,76.22739018087856,1.03359173126615,0.0
46318,6994,281100,2.09,0.4617,96067,2014,92.00120736492605,15.113603681334483,63.86954928545254,0.0,92.43637403488705,0.328853302830998,0.24306548470117242
36875,77,106300,2.20,0.3640,96071,2014,33.33333333333333,12.987012987012985,50.0,0.0,100.0,0.0,0.0
39288,27650,170400,2.55,0.4400,96080,2014,83.03571428571429,18.93284268629255,50.502405130946016,0.15551537070524413,87.47920433996383,2.3978300180831824,1.681735985533454
64219,50,126600,2.33,0.2447,96085,2014,94.11764705882352,30.0,63.829787234042556,0.0,70.0,10.0,0.0
41772,6370,195500,2.29,0.4374,96094,2014,86.12147947064813,21.020042365976863,61.425671103090465,3.8618524332810047,86.02825745682888,1.8681318681318682,2.0879120879120876
52279,1077,203300,2.16,0.3127,96107,2014,94.3615257048093,1.7357762777242043,68.09744779582367,1.2999071494893222,94.33611884865367,0.9285051067780872,0.0
44250,1590,135900,2.57,0.3771,96118,2014,95.56213017751479,7.2796934865900385,46.99312714776632,0.12578616352201258,95.28301886792453,0.0,0.12578616352201258
42500,103,203100,2.71,0.3490,96132,2014,90.9090909090909,17.475728155339805,62.121212121212125,0.0,93.20388349514563,0.0,0.0
37235,2506,112200,2.53,0.4651,96134,2014,83.003300330033,21.94732641660016,51.940850277264325,0.0,94.53312051077414,0.23942537909018355,0.5187549880287311
53250,823,670300,2.31,0.4432,96146,2014,92.15686274509804,12.393681652490887,71.4968152866242,0.0,95.74726609963548,0.0,1.4580801944106925
56743,58968,654500,2.25,0.4682,90034,2014,91.82700124654491,18.02658819101066,55.83802181009933,8.567358567358568,61.005969339302666,0.23911273911273911,18.72201872201872
31215,60017,300800,3.56,0.4403,90813,2014,84.82542028450027,36.18638522073259,31.07927643559548,11.308462602262692,52.85335821517236,1.7961577553026642,14.57753636469667
34050,56314,241800,4.22,0.4181,90001,2014,87.02396016163925,33.644360554150786,18.102683703971355,9.464786731541002,49.89345455836914,0.8221756579181021,0.14738786092268352
29492,30029,393800,2.18,0.5364,90012,2014,94.33094054849991,34.60020862624155,36.24543398851974,11.768623663791669,28.512437976622596,0.4795364481001698,43.471311065969566
34566,28641,253800,3.82,0.4256,90061,2014,82.97800906496559,31.99915140371968,30.571318029404175,36.93655947767187,34.99179497922559,0.401522293216019,0.1326769316713802
68346,58337,741500,2.39,0.4672,90066,2014,91.83498312067289,11.59749857873792,57.37100737100738,4.943689253818332,62.85719183365617,2.4975572963985124,14.273959922519156
79858,49543,410500,3.22,0.4139,90638,2014,91.50550492763185,7.062249726974882,54.67965018917075,2.309105221726581,56.49233998748562,0.5813132026724259,19.03397049028117
78175,32015,413000,3.00,0.3718,90712,2014,92.03560552822675,6.5554305711786025,57.06786651668542,8.496017491800718,54.21833515539591,0.8339840699672028,14.79618928627206
44629,40679,369500,2.71,0.4413,90804,2014,88.21441740412979,27.244831228935055,49.518866041125975,12.173357260502963,59.64994223063497,1.0226406745495218,13.277120873177806
72276,33726,487400,2.64,0.4241,90807,2014,90.55923354324776,7.302066053385612,60.57864676699879,17.633279962047084,44.387119729585486,0.4062147897764336,18.77186740200439
49087,36736,306700,3.91,0.4257,90810,2014,85.1212875586175,19.80675006158815,46.69675090252707,11.892966027874564,41.82545731707317,1.7884364111498259,23.331337108013937
59878,43407,523400,3.04,0.4340,90501,2014,87.98610522748453,15.12127512127512,53.36284752966177,6.088879673785335,41.2905752528394,0.3755154698550925,23.503121616329164
56607,63686,328400,3.84,0.3831,90660,2014,88.44119375693855,14.55713266196178,34.925306687772064,1.2043463241528751,49.74719718619477,0.76625946047797,2.794962786169645
55882,3952,724700,2.89,0.4905,90704,2014,92.50771264874395,10.743589743589743,36.69614147909968,0.6325910931174089,83.72975708502024,0.25303643724696356,0.4554655870445344
95631,22325,757500,2.81,0.4288,90720,2014,93.07088004236914,6.319079543395542,60.50464807436919,2.1903695408734603,75.023516237402,0.4076147816349384,11.973124300111984
43784,54813,253900,3.97,0.3845,90723,2014,86.70269840639034,24.487955687234315,27.857863395268623,10.29682739496105,43.11750862021783,0.6914418112491563,2.888001021655447
72025,30805,693400,1.83,0.4953,90803,2014,90.84365842373143,8.483583841413713,61.015456074317285,2.5775036520045447,84.43109884758968,0.4479792241519234,6.258724233079045
39051,69516,296300,4.04,0.4129,90022,2014,86.57187017001546,25.813718411552344,22.586206896551726,0.4819034466885321,68.84602105989987,0.4560101271649692,0.9120202543299384
43244,67606,639400,2.75,0.5189,90019,2014,88.72118404940638,23.37743982756556,43.318292991481826,21.314676212170518,37.20527763807946,0.8948909860071592,15.020856137029256
31742,29994,571100,1.82,0.5029,90028,2014,86.16235234983665,28.466011493862002,56.96390086206896,6.551310262052411,59.89864639594585,0.9468560378742416,7.611522304460892
26638,61536,273200,3.70,0.4349,90037,2014,84.66843882462821,41.1830083519932,20.764363595277104,19.484529381175246,20.069552782111284,0.531396255850234,1.0530421216848673
64545,28439,547600,2.82,0.4475,90041,2014,91.81673560292714,11.346461675911105,57.89632157374417,1.4170681106930623,54.3338373360526,0.383276486514997,29.24153451246528
72913,22409,980800,1.86,0.5154,90048,2014,91.38593861992572,9.894555040450868,57.972123531019406,2.4454460261502073,81.77517961533313,0.044624927484492836,9.491722075951627
26940,45747,292800,2.81,0.4242,90057,2014,87.20817120622569,39.51045838896306,29.367968232958308,4.97737556561086,23.21245108968894,0.5967604433077579,19.732441471571907
89500,2364,984400,1.60,0.6056,90067,2014,92.49771271729186,8.142493638676845,60.20696142991533,0.25380710659898476,82.95262267343486,0.0,12.013536379018612
73373,21943,958900,1.81,0.5487,90068,2014,90.75673255293289,11.205363250786702,65.8660276415515,5.322882012486898,77.1362165610901,0.7154901335277765,7.8658342068085485
78607,20426,694800,1.59,0.5624,90069,2014,91.29771962141903,11.28953294820327,64.32697547683924,3.2311759522177614,78.27278958190541,0.22030745128757465,5.223734456085381
138750,21478,1000001,2.56,0.6388,90210,2014,93.47195357833655,8.809424035014201,50.738337967253635,1.168637675761244,86.19983238662817,0.1536455908371357,6.699878945898129
42753,53657,239500,4.58,0.4107,90221,2014,83.33190834473324,27.156159651560095,26.299989648390326,21.5162979667145,41.5025066626908,0.47337719216504837,0.5423337122835791
71316,15353,728600,2.43,0.4782,90232,2014,91.55237985478853,11.078527207559466,53.57367616650184,8.01146355761089,72.23995310362795,0.039080310037126295,12.134436266527715
71939,26287,441700,3.60,0.4021,90240,2014,92.86143221738477,7.2658111119649575,46.06419221803837,2.579221668505345,72.88393502491726,0.0,6.790428729029559
42968,47374,331300,2.94,0.4433,90247,2014,88.96595208070617,20.959784721184032,43.26006066101748,20.743445771942415,24.08283024443788,0.38206611221345044,26.39422468020433
156250,25482,1000001,2.72,0.4828,90274,2014,96.71456026356731,3.5963879073419713,56.396170999673664,2.613609606781257,69.89639745702848,0.2825523899222981,22.22745467388745
84588,11997,498300,1.82,0.4484,90293,2014,92.42491657397109,6.062132661628883,64.0121759622938,8.210385929815788,69.12561473701759,0.2834041843794282,11.911311161123614
37813,36714,280400,2.97,0.4162,90301,2014,84.72898581410121,25.06632032718028,39.45863515059093,30.173775671406005,35.01661491529117,0.6128452361496977,1.6587677725118484
96297,49079,502200,3.04,0.4341,92064,2014,93.21604057695356,5.89370393940016,60.45408647226217,1.674850750830294,77.33653904928788,0.8170500621447054,11.996984453635974
52457,47130,376800,3.28,0.4419,92069,2014,92.15767064963603,16.701474725087376,49.43103334868118,2.628898790579249,70.96541481009973,0.5134733715255676,9.036706980691704
33375,1335,147600,2.12,0.4479,92086,2014,77.3892773892774,21.639344262295083,43.23144104803494,0.8239700374531835,78.27715355805243,5.093632958801498,5.468164794007491
85707,78201,398600,3.24,0.3584,92126,2014,91.39322587320932,7.992654746267057,61.393261903840944,3.8797457833020035,37.76422296390072,0.44628585312208285,46.984053912354064
131166,50280,845600,2.82,0.4527,92130,2014,94.0228262148488,6.247510555245758,47.825686382900315,1.2967382657120128,65.48130469371519,0.332140015910899,27.028639618138424
40897,43037,144000,4.39,0.3973,92236,2014,79.99113562493844,31.13242776455212,20.6260281890534,1.4870925018007761,35.69486720728675,0.46703998884680625,0.053442386783465384
32045,3631,113500,2.24,0.4971,92256,2014,76.54892877822815,20.088178561587213,49.55786236063053,0.0,84.16414210961167,0.5232718259432663,0.24786560176259984
29511,2334,77100,2.74,0.4748,92283,2014,76.21878715814506,27.430555555555557,42.00278164116829,0.3856041131105398,38.903170522707796,47.514995715509855,2.6135389888603253
34750,281,26300,1.31,0.2794,92328,2014,98.67256637168141,12.811387900355871,34.645669291338585,0.7117437722419928,91.10320284697508,7.473309608540925,0.7117437722419928
32710,5355,103200,2.49,0.4590,92363,2014,89.17944093778178,23.699962588851477,44.85689997166336,3.0438842203548084,72.39962651727357,15.57422969187675,2.5770308123249297
66000,26464,609900,2.26,0.4573,92008,2014,90.9211075553082,11.424761904761905,58.631500373227176,1.0655985489721886,88.0441354292624,0.09824667472793228,4.062122128174123
51667,2977,293600,2.30,0.3910,92036,2014,82.2592873388931,16.839916839916842,43.81241858445506,0.6718172657037286,93.95364460866644,3.123950285522338,0.8061807188444743
81973,19539,838100,2.38,0.4775,92106,2014,93.52195761415774,7.68564999134499,58.492543329302706,3.173140897691796,85.00946824300118,0.998003992015968,5.066789497927222
65297,19245,282400,1.87,0.3970,92108,2014,92.25683103640564,14.179805784692492,67.96369265409513,8.074824629773968,68.98415172772148,0.7482462977396727,11.332813717848792
67025,45304,685300,2.04,0.4741,92109,2014,93.01337332833396,14.873131197137997,67.77675904291502,0.761522161398552,91.68947554299841,0.6621931838248278,3.363941373830125
103598,4832,592400,2.98,0.4120,92121,2014,96.81660899653978,16.611433305716652,49.318336741649624,0.869205298013245,48.240894039735096,0.37251655629139074,39.52814569536424
90298,49264,513800,2.43,0.3838,92128,2014,94.03666115962552,4.0358104249938815,60.116912823698854,2.011610912633972,67.94413770704774,0.2090776226047418,22.864566417668076
42711,26818,138000,3.40,0.4626,92227,2014,80.14339424674303,23.10743427017226,41.88417879817867,1.711537027369677,82.91446043701991,0.31322246252516966,1.0142441643672162
53054,7147,154500,4.23,0.3775,92249,2014,83.0138036809816,15.978732335245557,36.1522198731501,0.0,65.35609346578984,3.8757520638029943,1.1473345459633413
18220,1757,49900,2.30,0.5122,92257,2014,73.80073800738008,41.08262108262109,20.35830618892508,1.5367103016505406,78.94137734775185,2.959590210586226,0.512236767216847
43703,19754,242000,1.82,0.5183,92264,2014,87.50969743987588,16.087266795799778,57.653001292141425,1.9439100941581453,85.64847625797307,0.7694644122709325,6.297458742533157
37316,24112,119500,2.60,0.4365,92277,2014,80.92730541998459,18.741404459262345,48.84215321539747,7.427836761778367,73.25398142003982,0.858493696084937,2.749668214996682
34537,32667,94600,4.02,0.4360,92301,2014,73.96644697423606,38.72484545574115,39.07207648933562,20.332445587289925,57.14023326292589,0.10714176385955246,1.5887592983745065
41202,5236,350700,2.36,0.5253,92315,2014,85.93625498007968,15.397890699904124,51.98863636363637,1.3559969442322384,87.54774637127578,1.0122230710466005,0.0
98321,39775,451800,2.87,0.3910,94551,2014,92.50569378196039,6.459759084825374,57.31293798508025,2.003771213073539,76.96794468887492,0.1433060967944689,12.520427404148334
88693,42587,282000,3.60,0.3675,94531,2014,87.34494773519164,10.148011538279661,63.46491057164011,21.90574588489445,39.49327259492333,0.6316481555404231,15.941484490572241
91882,36499,344600,2.87,0.3852,94534,2014,92.10268064666082,5.4467664966266245,65.04972599959407,11.698950656182362,54.94397106770048,0.4054905613852434,20.37316090851804
85000,400,743200,2.74,0.3030,94548,2014,81.62162162162161,16.5,85.48387096774194,0.0,92.0,0.0,0.0
138371,39721,806900,3.04,0.3621,94582,2014,94.45521905614402,4.227375850768842,60.11342920802106,2.807079378666197,37.886760152060624,0.38518667707258125,51.763550766597014
88012,20645,569500,2.12,0.4297,94597,2014,92.94573643410853,7.346224856670877,62.34091906463545,1.9084524097844515,74.502300799225,0.0,16.197626543957373
187857,1063,1000001,2.72,0.5396,94957,2014,92.96482412060301,8.641975308641975,59.697386519944985,0.0,96.04891815616182,0.0,1.4111006585136407
55833,9367,488700,2.20,0.4757,95010,2014,93.3729348431409,7.468834688346883,57.82375478927203,0.6191950464396285,84.32795985907975,0.9928472296359561,3.8326038219280454
108205,6303,693400,3.22,0.4353,95046,2014,89.97436627741384,7.5450630084542984,50.93968531468531,3.1572267174361417,65.57194986514358,0.9043312708234174,10.169760431540537
56671,84587,374500,3.64,0.4385,95076,2014,89.82107450849239,17.867517842412937,36.725785520468754,0.3759442940404554,73.12707626467424,0.7294265076193742,3.3255701230685566
67718,32074,639500,2.91,0.4542,95117,2014,91.02943640730604,14.015020582597494,50.531638391380376,5.075762299681985,59.705680613581094,0.09976928353183263,20.627299370206398
90984,31579,625300,2.79,0.4150,95118,2014,92.68833973128598,7.74996823783509,57.919918246005196,3.2901611830646953,66.93055511574147,0.47499920833465276,15.481807530320783
57470,57564,347600,4.45,0.3959,95122,2014,87.86882877677056,18.92279443910116,32.58712142816403,2.5554165798068236,36.15801542630811,1.2716281008963937,34.36522826766729
47308,3792,569900,1.74,0.5358,90010,2014,92.08573784006595,17.985232067510548,61.95244055068836,1.8196202531645569,19.699367088607595,0.26371308016877637,73.65506329113924
59125,50117,1000001,2.12,0.6253,90024,2014,88.7210796915167,32.55889874313075,51.74614275099436,2.8293792525490353,60.69597142686114,0.21749107089410777,27.68721192409761
71278,45284,680300,2.09,0.4614,90025,2014,92.52553989396095,12.365615282096847,56.49524874231414,1.9278332302800107,62.38406501192474,1.2587227276742337,21.433618938256338
35253,40161,520800,2.74,0.4412,90029,2014,87.11956047789309,28.004629280197246,42.66586589415672,3.037772963820622,43.656781454645056,0.32120714125644284,15.70180025397774
37013,102515,276300,4.17,0.3864,90201,2014,85.97345983716906,30.007070885628423,20.258407953183386,1.1159342535238745,69.85611861678778,0.33458518265619663,0.6545383602399648
34656,39333,354200,3.45,0.4513,90031,2014,86.75144629176005,30.845847773071494,29.873931540533157,1.3805201738997788,37.502860193730456,0.6152594513512826,25.98835583352401
75327,31399,859000,2.32,0.5045,90035,2014,90.85812850366537,11.770575171392707,59.68068167147222,8.76461033790885,71.87490047453741,0.5796362941494951,7.997069970381222
39206,54353,280400,4.02,0.4126,90063,2014,85.17068587535233,26.882657127499858,22.0282886314672,0.5777050024837636,44.589995032472906,0.2594153036630913,1.3154747668022004
63750,21827,257400,3.18,0.3954,95776,2014,91.5563061061239,11.117362967130868,46.94897018137104,1.0170889265588492,64.46144683190543,1.379025977000962,13.171759747102213
32361,80,241700,1.78,0.1997,95715,2014,100.0,18.75,50.0,0.0,96.25,0.0,0.0
33373,10076,298600,1.54,0.5240,95814,2014,90.61958405545927,33.25,49.76958525345622,13.616514489876936,64.53949980150854,1.1909487892020643,11.800317586343787
42228,11908,160700,3.94,0.4086,95832,2014,81.59151193633953,29.132849209739426,36.04191980558931,17.534430634867316,32.93584145112529,0.3778972119583473,23.076923076923077
110236,289,337500,2.11,0.4376,95837,2014,96.64804469273743,5.190311418685121,66.22222222222223,2.768166089965398,87.5432525951557,0.0,4.1522491349480966
53194,1045,474400,2.36,0.4269,95612,2014,98.67674858223062,15.406698564593302,57.199471598414796,0.0,92.05741626794259,0.9569377990430622,1.8181818181818181
90903,4283,296800,2.87,0.3156,95614,2014,96.66182873730044,1.7511090357226242,67.45541838134432,0.25682932523931823,97.1748774223675,0.747139855241653,0.0
56250,771,186800,3.13,0.3736,95636,2014,100.0,4.9286640726329445,63.81578947368421,0.0,95.3307392996109,1.8158236057068744,1.4267185473411155
48285,309,34400,3.19,0.1105,95675,2014,46.09929078014184,0.0,62.94642857142857,0.0,42.394822006472495,21.035598705501616,0.0
60648,4278,352200,2.15,0.5057,95685,2014,91.42411642411642,8.80281690140845,58.27912477823774,0.0,92.00561009817672,1.6830294530154277,2.244039270687237
73684,65781,256900,2.71,0.3864,95687,2014,89.9702479338843,8.39221541292686,56.782278312262534,11.357382830908621,63.40736686885271,0.5959167540779252,7.581216460680136
76389,4524,361600,2.40,0.4074,95722,2014,94.88169966199904,1.967285587975243,60.93436514760676,0.0,93.7444739168877,0.5305039787798408,0.2431476569407604
34063,30,625000,2.73,0.3686,95735,2014,84.61538461538461,73.33333333333333,50.0,0.0,100.0,0.0,0.0
92678,56415,343500,2.86,0.3836,95747,2014,92.22767986131176,6.71666992517285,68.49326277889914,1.9906053354604274,78.33909421253212,0.44314455375343437,11.98085615527785
40730,34529,158600,2.80,0.4958,95820,2014,84.34664526881058,27.03511166613423,42.365154592642746,11.242723507776073,54.287700194039786,1.5146688291001766,11.23693127516001
50528,20294,176600,2.73,0.3820,95827,2014,85.99553874502958,16.238929146537842,56.47813583069096,12.910219769389967,66.62560362668769,0.8672514043559673,8.342367202128708
38636,1291,167200,2.34,0.3667,95916,2014,78.92473118279571,13.172252533125487,44.47592067988669,1.9364833462432223,87.3741285824942,1.7815646785437647,0.774593338497289
63529,505,155700,3.12,0.2498,95941,2014,93.23671497584542,0.0,31.25,0.0,62.37623762376238,1.5841584158415842,0.0
42778,25223,311100,2.20,0.4689,95945,2014,89.42098800415604,20.169628432956383,58.9893505951138,0.42421599333941246,92.26896086904809,0.7096697458668675,1.2330016255005354
40545,12535,153600,2.40,0.3896,95954,2014,79.3902962644912,17.030497592295347,53.220451527224434,0.02393298763462306,92.8201037096131,0.9892301555644196,0.0
59832,1285,274300,2.22,0.4124,95962,2014,98.09941520467837,9.26944226237235,69.21549155908639,0.0,97.7431906614786,0.0,0.0
41982,27443,204800,2.33,0.4538,95969,2014,87.54779283976364,17.463432697648585,58.00661542951649,0.37167948110629306,93.24053492693947,0.6996319644353752,1.2279998542433408
51869,5798,228300,2.15,0.4240,95971,2014,86.17463617463618,20.244516361021216,62.13499281953088,1.6557433597792344,88.15108658157985,2.966540186271128,0.8968609865470852
57969,2072,290800,2.98,0.4116,95975,2014,96.75834970530451,8.928571428571429,62.38872403560831,0.14478764478764478,87.64478764478764,6.370656370656371,0.0
48500,1887,240000,2.91,0.3972,95977,2014,98.0788675429727,7.3131955484896665,57.22599418040737,2.5437201907790143,86.16852146263912,0.4239533651298357,0.5829358770535241
73333,1660,421200,3.31,0.4738,95002,2014,88.84976525821597,14.036144578313253,43.744374437443746,1.3855421686746987,63.433734939759034,0.6024096385542169,16.74698795180723
75510,9162,438900,2.23,0.4557,95006,2014,89.96160175534833,8.987286277948268,61.61502873966073,0.61122025758568,92.39249072254965,0.7967692643527613,1.91006330495525
38491,7374,298900,3.52,0.4748,95019,2014,86.22129436325679,23.828920570264767,31.029263370333,0.5017629509085977,61.05234608082451,0.0,1.8307567127746134
103319,10595,532900,3.29,0.3506,95119,2014,91.4960339420771,10.48731832430892,56.84706554333857,4.624823029731005,59.65077866918358,0.9155261915998112,17.413874469089194
70692,64498,434400,3.81,0.4274,95127,2014,87.96070241491897,13.198445037703152,39.10938093429548,2.4884492542404413,36.27864429904803,0.7581630438153121,24.082917299761235
70096,37026,586300,2.60,0.4721,95128,2014,90.27697910676635,14.013072616453845,54.350291027288534,5.261167828012748,57.340787554691296,0.6806028196402528,15.056986982120671
60750,3936,373000,2.56,0.4437,95938,2014,91.48936170212765,12.249047013977128,53.920432599459254,0.6859756097560976,94.35975609756098,0.8892276422764227,0.0
37296,38276,267100,2.43,0.4990,95926,2014,88.65514269782531,28.74719131912095,62.00708269525268,1.7635071585327622,82.79600794231372,0.6244121642804891,4.54331696101996
46453,7808,168500,2.77,0.4505,95932,2014,84.10819949281488,15.437282004908926,49.32199959522364,1.8954918032786885,72.0030737704918,2.3565573770491803,2.2412909836065573
37461,594,214100,2.64,0.3282,95935,2014,93.96984924623115,26.430976430976433,36.344537815126046,0.0,79.7979797979798,0.0,0.0
62180,10206,327200,2.43,0.4275,95946,2014,86.72086720867209,12.835586909660984,65.73322510822511,0.411522633744856,91.60297864001568,3.292181069958848,0.8622378992749363
47031,1384,152300,2.84,0.4868,95955,2014,82.56,10.69364161849711,50.84134615384615,0.0,95.88150289017341,0.0,0.0
58913,17013,385800,2.30,0.4431,95959,2014,87.44334190861203,12.513510267803532,62.832840236686394,0.8581672838417681,90.0605419385176,1.010991594662905,2.803738317757009
35220,20599,151300,2.79,0.4614,95965,2014,82.38369053842133,28.365603356756488,46.699732926363986,3.757463954560901,71.76076508568377,1.4272537501820475,11.09762609835429
40775,30916,159100,2.64,0.4457,95966,2014,85.74459404324766,21.38621689287126,49.54356449839889,1.1385690257471859,77.95639798162763,3.101953680941907,7.319834389959891
57639,482,201100,2.66,0.5207,95970,2014,87.4493927125506,9.751037344398341,31.818181818181817,0.0,91.49377593360995,2.0746887966804977,0.0
64034,35847,226900,3.04,0.4424,95993,2014,86.73062997827661,11.92023176665823,52.94639837673317,2.5246185175886406,62.84486846877005,1.0656400814573046,24.967221803777164
43372,29246,137600,2.58,0.4576,95204,2014,85.19755955839628,22.3876953125,49.42167261873035,4.848526294194078,67.12712849620462,1.8327292621213156,8.025029063803597
46250,635,320500,2.78,0.5656,95230,2014,100.0,12.440944881889763,48.72389791183295,0.0,54.17322834645669,0.0,0.0
36167,4961,141300,2.92,0.3864,95231,2014,79.78798586572438,32.04126289465458,24.863475746867973,7.2566014916347505,66.94214876033058,0.9070751864543438,4.374118121346503
39110,1258,229900,2.01,0.4008,95246,2014,83.74760994263862,6.677265500794912,58.73642645607108,6.677265500794912,82.67090620031796,0.39745627980922094,0.0
48287,4689,275300,2.25,0.4906,95247,2014,91.18831822759316,11.804643013578625,65.65120178870878,0.23459159735551288,96.13990189805929,0.04265301770100234,0.0
44771,12381,135400,3.49,0.4120,95315,2014,82.94783049130508,19.236060532491706,31.63692136084774,2.3988369275502786,57.35401017688394,0.2665374363944754,2.633066795896939
54366,9487,218300,2.90,0.4745,95326,2014,80.51829961354854,18.2925526231435,44.48866585914518,1.2438073152735323,86.69758617054917,0.6219036576367661,1.075155475914409
41103,4717,117900,3.96,0.3351,95328,2014,70.33465683494045,29.78768577494692,26.307189542483663,0.0,67.45813016747934,2.1835912656349374,2.2683909264362945
38464,19361,166400,2.50,0.4590,95841,2014,86.87737324100961,28.199266308682013,52.78414674091058,7.7372036568359075,71.52006611228758,0.6146376736738804,5.893290635814266
50764,4550,252400,3.44,0.3839,95912,2014,93.51351351351352,16.12761276127613,38.80880121396055,0.0,83.67032967032966,0.43956043956043955,1.3626373626373627
41888,1098,302900,2.16,0.5077,95942,2014,80.65476190476191,13.02367941712204,60.27713625866051,0.0,94.08014571948998,0.0,0.0
44423,10349,172000,2.96,0.4194,95948,2014,78.81481481481481,18.647380766223613,41.25925925925926,0.43482462073630307,75.92037878055851,0.8020098560247367,3.2756788095468163
42273,724,111400,4.11,0.3420,95950,2014,91.30434782608695,16.71270718232044,33.078880407124686,0.0,76.51933701657458,0.0,0.0
46392,10631,159100,3.27,0.4637,95953,2014,86.94463431305537,18.932459774544753,38.83451287456708,0.40447747154548025,67.44426676700216,3.2076004138839243,9.397046373812437
56923,459,200000,2.31,0.4583,95956,2014,65.66523605150213,26.036866359447004,63.08539944903582,3.7037037037037033,92.5925925925926,0.0,3.7037037037037033
26250,440,144900,1.97,0.4702,95983,2014,93.46153846153847,30.681818181818183,59.50920245398773,0.0,100.0,0.0,0.0
55355,5979,164800,3.37,0.4280,95987,2014,87.68976897689768,13.389192886456907,31.284302963776074,0.4014049172102358,87.57317277136644,1.053687907676869,0.6188325806991136
50740,16330,177500,4.17,0.4365,95334,2014,78.41439040639574,20.982916563505817,26.040131504364584,0.8940600122473974,45.40110226576852,0.0,18.677281077770974
66711,31399,251900,3.13,0.4063,95337,2014,85.51176096630641,11.311449159327463,49.52108276939094,4.235803688015541,69.57227937195452,0.3758081467562661,10.697792923341508
65208,32794,227500,2.83,0.4627,95356,2014,88.38169379570654,13.019467497608982,55.43641237675496,2.9487101299018112,67.62517533695188,0.8904067817283648,11.462462645605903
53466,26087,167700,3.61,0.4053,95363,2014,84.38448859200139,19.16206936460785,39.240089556170155,6.727488787518688,72.77954536742439,1.3838310269482883,3.3043278261202893
42299,3728,304900,2.26,0.4901,95383,2014,89.71704623878537,13.519313304721031,52.5618058043712,0.0,96.99570815450643,0.4828326180257511,0.5633047210300429
42829,3331,171900,2.34,0.4787,95457,2014,75.43231961836612,15.277347381468855,51.6770670826833,0.570399279495647,81.6271389972981,6.034223956769739,0.2701891323926749
64375,99,197100,2.30,0.3473,95545,2014,82.05128205128204,26.262626262626267,23.28767123287671,0.0,100.0,0.0,0.0
45332,48106,538300,2.50,0.5455,95616,2014,91.44978203634166,31.885446099324742,44.57571495546179,2.7169168087140894,61.1254313391261,0.5363156363031638,24.190329688604333
21429,178,273200,2.28,0.4051,95248,2014,50.0,18.53932584269663,50.70422535211267,0.0,92.69662921348315,0.0,0.0
78640,17971,367900,3.55,0.4321,95304,2014,88.79199428162974,6.446562287270252,42.25796023921125,5.664681987646764,66.40698903789438,0.3060486339101886,13.994769350620444
24814,1581,102300,2.76,0.4928,95319,2014,76.15780445969125,57.43200506008856,43.71957156767283,3.731815306767868,83.30170777988614,0.4427577482605946,0.8222643896268185
32233,33744,108800,3.90,0.4566,95341,2014,83.26857142857142,38.44864881333211,32.7042187682599,5.236486486486487,48.45009483167378,0.9157183499288762,11.607989568515885
96860,32453,310200,3.72,0.3346,95377,2014,89.5968143354903,5.249922384352685,57.110442720700746,7.715773580254521,52.14001787199951,0.6470896373216651,21.66825871259976
107095,12359,367300,3.50,0.2815,95391,2014,84.23829787234042,7.40470397404704,63.21870327579177,14.07880896512663,33.88623675054616,0.45311109313051223,28.473177441540575
65706,6168,189700,2.89,0.3724,95467,2014,88.70276587456173,12.350923051788923,51.511397423191276,0.0,87.6621271076524,1.3456549935149158,0.8106355382619975
75714,554,157400,3.30,0.3292,95697,2014,86.97183098591549,4.332129963898916,39.349112426035504,0.0,39.53068592057762,20.938628158844764,0.0
45769,219,360000,2.81,0.2787,95698,2014,100.0,0.0,30.555555555555557,0.0,100.0,0.0,0.0
77188,148,405600,2.90,0.2185,95699,2014,100.0,0.0,55.04587155963303,0.0,37.16216216216216,0.0,62.83783783783784
87782,44638,312300,3.66,0.3668,95757,2014,90.38053901281921,7.475635845020204,60.079154687675015,14.3846050450289,33.191451229893815,0.3786011918096689,34.793225502934725
28953,9790,168600,2.24,0.4701,96097,2014,83.27759197324414,31.823795800741046,48.67135003054368,2.1246169560776305,80.50051072522983,3.7793667007150153,2.3289070480081717
21838,379,171600,2.01,0.4237,96086,2014,57.14285714285714,36.675461741424805,66.08996539792388,0.0,78.10026385224275,1.0554089709762533,0.5277044854881267
41016,5260,156300,2.23,0.4385,96101,2014,89.69383354894352,21.640625,54.33604336043361,0.45627376425855515,90.05703422053232,1.9201520912547527,0.3041825095057034
61157,1091,315500,3.11,0.4053,96120,2014,93.24894514767934,11.649580615097857,50.257069408740364,1.008249312557287,72.22731439046746,19.065077910174153,0.8249312557286892
34945,4382,179900,2.50,0.4522,96122,2014,76.99530516431925,18.148062195404965,45.88122605363984,0.3879507074395253,87.10634413509813,2.3961661341853033,0.9356458238247376
70781,758,265400,2.41,0.3772,96128,2014,88.22222222222223,7.851239669421488,60.19607843137255,1.58311345646438,88.65435356200527,2.7704485488126647,0.0
31477,303,153400,2.01,0.3203,97635,2014,80.7909604519774,24.422442244224424,35.37906137184115,0.0,86.46864686468648,6.6006600660066,0.0
