Median_Household_Income,Total_Population,PRICE,Avg_Household_Size,Gini_Index,ZIP_CODE,YEAR,Employment_Rate,Below_Poverty_Rate,Rate_College_or_Higher,Black_Portion,White_Portion,American_Indian_and_Alaska_Native_Portion,Asian_Portion
66003,15050,274600,2.72,0.3909,95252,2012,85.6575288041319,7.783987610261935,56.27212706917998,0.20598006644518274,89.65448504983388,0.8372093023255814,2.511627906976744
35675,2119,225800,2.35,0.4319,95311,2012,77.94316644113667,14.723926380368098,44.30225472273005,0.04719207173194903,95.61113732892875,0.0,0.14157621519584712
41103,2896,166300,3.38,0.4929,95333,2012,78.10985460420032,21.149186569747318,32.19137625516834,0.4143646408839779,65.74585635359117,1.1395027624309393,0.2762430939226519
52889,11834,246400,2.40,0.4123,95338,2012,82.01276755538865,13.952494873547504,57.09184242830041,0.34645935440256886,88.9555517998986,4.901132330572926,0.8619232719283421
53472,264,159600,1.54,0.4631,95345,2012,82.09876543209876,10.080645161290322,73.68421052631578,1.893939393939394,81.43939393939394,0.0,0.0
34621,24364,148600,2.80,0.4880,95354,2012,82.44296577946768,27.4053826745164,38.66235018597603,5.8816286324084714,77.54884255458873,1.4037103923822034,3.131669676571992
45263,3716,299100,2.42,0.4246,95379,2012,86.44251626898047,16.95604991861096,48.42066146413973,0.05382131324004305,86.22174381054897,3.5252960172228205,0.7534983853606028
40164,14001,132200,3.62,0.4098,95388,2012,82.29972034874157,25.23209787693415,24.793388429752067,2.2426969502178413,62.77408756517392,1.2784801085636741,6.856653096207414
54840,35882,323900,2.73,0.4116,95401,2012,87.75662375105632,15.70801440792436,49.405751329787236,2.4106794493060586,75.88484476896494,1.566244913884399,5.3954629061925194
54781,40068,288500,3.37,0.3942,95407,2012,88.32803077069187,18.689130049834308,39.77239446048282,2.026554856743536,71.22142357991414,2.3884396525905958,5.947389437955476
68790,218,278700,2.06,0.3597,95417,2012,81.48148148148148,13.333333333333334,64.92146596858639,0.0,97.70642201834863,0.0,2.293577981651376
60968,2344,226300,2.82,0.3662,95426,2012,90.73891625615764,28.539325842696627,53.96249243799153,0.0,93.30204778156997,0.3412969283276451,3.540955631399317
25114,278,473700,1.71,0.5132,95427,2012,94.64285714285714,11.510791366906476,43.16546762589928,0.0,97.48201438848922,2.5179856115107913,0.0
27471,2528,260400,2.64,0.4202,95428,2012,82.01117318435755,34.47725458898643,48.201438848920866,0.31645569620253167,55.10284810126582,32.55537974683544,3.9161392405063293
34398,514,725000,2.21,0.2714,95432,2012,73.4126984126984,2.529182879377432,83.20413436692506,0.0,87.35408560311284,0.0,2.7237354085603114
39906,14193,364200,2.37,0.4478,95437,2012,91.46796897443264,16.240547353258915,48.61084498946158,0.556612414570563,90.05847953216374,1.8107517790460086,1.8248432325794408
43646,1222,365200,2.24,0.4702,95468,2012,90.07874015748033,23.97708674304419,41.10854503464203,0.0,80.76923076923077,11.702127659574469,0.4091653027823241
36133,254,776800,1.52,0.3402,95488,2012,100.0,6.299212598425196,39.61352657004831,0.0,100.0,0.0,0.0
15703,430,156500,2.49,0.4238,95511,2012,89.1213389121339,65.11627906976744,42.296918767507,0.0,100.0,0.0,0.0
28090,3424,133300,3.02,0.5043,95546,2012,73.57336956521739,30.9809663250366,48.510427010923536,0.14602803738317757,14.018691588785046,74.06542056074767,7.184579439252337
52794,649,227200,2.70,0.3596,95556,2012,70.96774193548387,32.04930662557781,52.23529411764706,0.0,34.36055469953775,40.52388289676425,0.0
38542,585,368400,2.10,0.3674,95563,2012,96.0,8.19964349376114,66.32860040567951,0.0,81.88034188034187,4.102564102564102,8.205128205128204
35625,319,239300,1.72,0.3527,95569,2012,100.0,17.0,40.41095890410959,5.6426332288401255,82.75862068965517,4.702194357366771,0.0
41554,31443,145600,3.09,0.3936,95660,2012,86.36838300265082,23.472843450479232,51.10462917949549,11.070826575072353,63.47358712591038,1.5329326082116848,4.671946061126483
126488,2749,450700,3.21,0.4163,95663,2012,96.42857142857143,4.93601462522852,65.39735099337747,0.25463805020007274,87.74099672608222,1.1276827937431793,1.8188432157148053
143447,602,514700,1.92,0.3310,95007,2012,96.38297872340425,9.634551495016613,69.73094170403587,0.0,100.0,0.0,0.0
125168,60690,1000001,2.82,0.4007,95014,2012,93.15479303971824,4.147419659265881,49.28911102484472,0.3328390179601252,32.94282418849893,0.2603394298896029,62.53254242873621
120795,9540,875000,2.60,0.4439,95033,2012,91.71862821512082,5.722385552288954,63.934661126235845,0.10482180293501049,89.68553459119497,0.5555555555555556,4.20335429769392
46944,1253,280800,2.92,0.4062,95039,2012,84.65408805031447,15.243415802075019,33.45771144278607,0.0,86.03351955307262,0.0,1.0375099760574622
48070,53268,433500,2.57,0.4958,95112,2012,86.98982961299696,24.73350998199802,44.10658019517269,4.396635878951716,45.74040699857325,1.9730419764211158,23.340467072163403
69407,31965,585600,2.40,0.4677,95126,2012,90.66910346228043,15.545163517669952,52.44934714092751,4.407946191146567,51.77537932113248,0.4285937744407946,15.967464414203034
41607,649,237200,2.36,0.4051,96059,2012,91.3265306122449,5.855161787365177,60.79545454545454,1.078582434514638,91.83359013867488,3.389830508474576,0.15408320493066258
36750,812,209800,2.03,0.4689,96069,2012,89.5774647887324,12.438423645320198,55.60538116591929,0.3694581280788177,94.08866995073892,1.1083743842364533,0.12315270935960591
52713,22317,184500,2.38,0.4150,96130,2012,89.90197394924131,18.458035133376708,49.9171974522293,8.80494690146525,69.43585607384504,4.07312810861675,1.3845947035891921
130583,161,587500,3.50,0.1476,96136,2012,100.0,0.0,88.75,0.0,18.633540372670808,0.0,0.0
47264,29024,364100,2.51,0.4236,96150,2012,88.35777126099707,14.728709149758117,56.64719329438659,0.5168136714443219,76.88464718853363,1.436742006615215,4.20686328555678
40082,4277,182300,2.24,0.4220,96064,2012,84.29319371727748,15.1857075693465,56.21843434343434,0.1402852466682254,88.16927753097966,3.600654664484452,0.4909983633387889
77973,4740,381100,2.89,0.4322,96073,2012,88.05229936880072,9.331358442657638,64.19023935343488,1.89873417721519,89.47257383966245,1.8143459915611813,1.0126582278481013
45417,487,225000,2.17,0.4428,96087,2012,100.0,1.642710472279261,54.76839237057221,0.0,99.58932238193019,0.0,0.0
85200,269,218400,1.95,0.4472,96092,2012,100.0,8.550185873605948,59.05172413793104,0.0,100.0,0.0,0.0
74933,3226,256800,2.86,0.3706,96114,2012,89.98771498771498,5.063684374029202,71.66370106761566,0.49597024178549287,93.45939243645381,0.27898326100433973,1.2399256044637323
23611,366,307600,1.99,0.4863,96124,2012,100.0,11.299435028248588,37.11656441717792,0.0,94.53551912568307,0.0,0.273224043715847
68681,1298,516300,2.35,0.3159,96140,2012,94.93150684931507,4.160246533127889,72.2457627118644,0.0,100.0,0.0,0.0
68900,741,509300,2.02,0.5566,96141,2012,93.65853658536587,6.089309878213803,69.76744186046511,0.0,92.71255060728745,4.4534412955465585,0.5398110661268556
45595,726,472700,2.35,0.4437,96142,2012,76.49667405764967,12.586445366528354,59.227467811158796,0.0,87.74104683195593,2.7548209366391188,0.0
40000,3994,442900,2.68,0.3981,96143,2012,87.32198680097257,13.99599399098648,46.979388770433545,0.2253380070105158,94.81722583875813,1.0766149223835753,0.35052578868302453
68636,17935,486800,2.50,0.4709,96161,2012,90.73672806067172,9.319196428571429,70.04593695548867,0.05018120992472819,94.54697518817954,0.4850850292723725,2.0183997769724003
45144,645,264400,3.64,0.2914,96015,2012,71.91011235955057,37.07414829659319,46.07218683651805,10.077519379844961,72.24806201550388,5.736434108527131,0.0
40972,1190,303800,2.38,0.5228,96024,2012,82.99319727891157,21.43467122117848,64.48019801980197,0.0,87.73109243697479,0.7563025210084033,0.8403361344537815
38383,1552,190000,2.61,0.4566,96028,2012,91.00204498977506,12.224448897795591,47.24480578139115,0.5154639175257731,84.66494845360825,10.824742268041238,1.1597938144329898
45183,45295,238500,2.53,0.4429,96003,2012,87.63658343795043,17.302983585744084,57.07357307819202,0.7506347278949111,87.62777348493212,1.7330831217573683,3.9982338006402474
29688,2243,175700,2.00,0.4312,96025,2012,77.34204793028321,21.489077128845295,52.02247191011236,3.7449843958983506,87.29380294248774,1.3374944271065539,1.5158270173874275
32799,4399,159900,2.52,0.4530,96055,2012,85.01492537313433,23.914526028642875,52.79874213836479,2.364173675835417,90.52057285746761,1.4094112298249604,0.15912707433507614
28295,402,173000,2.32,0.4919,96033,2012,82.23684210526315,28.855721393034827,37.77777777777778,0.0,91.54228855721394,0.4975124378109453,0.0
42857,300,239300,1.92,0.3668,96034,2012,81.67938931297711,10.333333333333334,37.6425855513308,0.0,87.0,2.3333333333333335,0.0
52188,177,335400,1.80,0.3839,96040,2012,100.0,14.792899408284024,50.0,0.0,100.0,0.0,0.0
30913,760,209600,2.54,0.5110,96058,2012,96.7032967032967,12.23684210526316,46.20573355817875,0.0,83.42105263157895,1.3157894736842104,3.552631578947368
37500,219,225000,2.07,0.4319,96068,2012,100.0,28.448275862068968,43.604651162790695,10.95890410958904,63.926940639269404,0.0,0.0
32607,303,137500,2.39,0.2792,96037,2012,67.85714285714286,31.02310231023102,47.30290456431535,0.0,91.0891089108911,0.0,0.0
29741,536,164300,2.95,0.4322,97635,2012,71.82539682539682,41.97761194029851,23.684210526315788,0.0,91.23134328358209,2.2388059701492535,0.0
73229,1190,599500,2.67,0.3735,94933,2012,87.71186440677965,5.630252100840337,58.73731679819617,11.680672268907562,69.07563025210084,0.0,2.0168067226890756
106752,31070,1000001,2.32,0.4970,94941,2012,94.30368154343977,4.6271058421726705,56.986058862580215,1.7251367878982942,84.67653685226907,0.06758931445123914,8.036691342130672
54348,483,758900,2.35,0.4015,94971,2012,92.50814332247556,1.5873015873015872,59.1044776119403,0.0,77.22567287784679,0.0,4.554865424430641
54635,1108,823100,2.35,0.5538,94924,2012,92.5925925925926,26.65441176470588,57.20620842572062,5.595667870036101,89.4404332129964,0.0,2.9783393501805056
136926,12490,1000001,2.37,0.5627,94920,2012,92.33737596471885,5.523161645610625,54.63055834169174,0.4003202562049639,92.2978382706165,0.20016012810248196,3.89111289031225
83415,17000,628500,2.42,0.4603,94949,2012,90.3328410769056,10.451362325663508,58.9012974215799,3.705882352941176,75.93529411764706,0.22941176470588237,6.952941176470588
59091,1718,786400,2.17,0.5630,94956,2012,97.47102212855637,12.456344586728754,56.015037593984964,5.122235157159487,70.023282887078,0.0,1.2223515715948778
102611,26141,885000,2.47,0.4296,94002,2012,93.36301369863014,5.409714930190955,57.76957553387819,2.643357178378792,64.46960713056119,0.23334991010290346,22.59286178799587
117556,26762,725000,1.95,0.4677,94107,2012,92.73134981404507,10.803743984235856,53.85754678874377,3.9608399970106865,62.21134444361408,1.632912338390255,24.235856811897467
58915,54412,713200,1.61,0.5473,94109,2012,93.12326485285952,16.142569382273948,57.704060322275716,4.499007571859149,59.222230390355065,0.3436741895170183,28.341174740865988
73797,32882,985500,1.83,0.5763,94115,2012,94.44162436548224,14.38430689837411,53.40947262344642,12.651298582811265,60.774892038197194,0.14293534456541573,20.026154126877927
46692,34296,485300,3.38,0.4706,94124,2012,83.13076155246316,22.237581247610365,40.82887077997672,36.00711453230697,20.401796127828316,0.9884534639608117,27.571728481455565
46841,27580,903200,2.05,0.5706,94133,2012,90.4166923124269,19.125345354078814,41.69620701878766,1.410442349528644,39.86221899927484,0.12690355329949238,54.32197244379986
115428,13384,648800,2.62,0.4033,94502,2012,93.03374054682956,3.9694998878672347,55.749200783747554,3.2501494321578006,42.90197250448296,0.0,44.814704124327555
149973,15817,1000001,2.90,0.4638,94507,2012,95.41660772386477,3.1289587028122625,64.24242424242425,0.5879749636467093,88.3416577100588,0.03161155718530695,7.422393627110072
52031,1020,458800,2.81,0.3522,94514,2012,91.75257731958763,14.983713355048861,44.518272425249165,5.196078431372549,85.88235294117646,0.0,0.49019607843137253
77117,33728,533700,2.38,0.4275,94523,2012,91.59357123399619,8.80140870291888,64.9512414979923,1.2660104364326377,78.20208728652752,0.21347248576850095,12.322106261859583
141319,51369,886000,3.27,0.3686,94539,2012,93.1688728439631,4.230131643100926,47.930792611643675,1.3724230567073528,20.952325332398917,0.4010200704705172,69.9955225914462
62176,75917,323000,3.51,0.3927,94544,2012,86.72107371991838,13.141361951945171,42.9776923719609,9.50511743087846,38.133751333693375,0.7560888865471502,20.44337895333061
79171,4266,631500,2.25,0.4596,94005,2012,88.95391367959034,3.5116662738628333,58.611111111111114,0.39849976558837313,62.447257383966246,0.30473511486169713,22.52695733708392
96172,17688,754500,2.65,0.4565,94019,2012,91.91879373213759,8.226191830697463,47.73173991666012,0.8197648123021258,85.11420171867933,0.0,3.5617367706919945
166742,22536,1000001,2.78,0.4601,94024,2012,92.85643613337291,2.06190198104308,47.123684707957906,0.8608448704295348,69.6485623003195,0.11980830670926518,24.116968406105787
86364,21567,904400,2.65,0.4224,94030,2012,94.16388110940464,5.695725852005272,57.73639875862943,1.706310567070061,50.767376083831785,0.0,40.82626234524969
119537,2567,726600,2.77,0.3263,94037,2012,97.59188846641318,0.07827788649706457,67.04918032786885,0.0,84.10596026490066,0.0,8.375535644721465
44145,23909,651300,1.87,0.5393,94103,2012,91.43603133159269,22.71049546224326,53.17666208861082,11.096239909657452,47.082688527332806,0.794679827679953,27.148772428792505
26223,305,1000001,1.65,0.6235,94104,2012,96.52173913043478,40.32786885245901,38.93129770992366,0.0,63.934426229508205,0.0,36.0655737704918
128079,19075,916300,2.59,0.4207,94127,2012,93.75466070096942,4.682803353899699,57.532736044107516,3.197903014416776,58.217562254259505,0.14154652686762778,29.420707732634337
71096,60639,619300,2.44,0.4402,94501,2012,90.86563684057126,10.617097881604288,57.71852261213964,7.599069905506357,51.29372186216791,0.4699945579577499,29.391975461336763
81304,2866,379600,2.13,0.4080,94525,2012,93.45132743362832,11.37473831123517,58.524289642529794,0.942079553384508,87.19469644103279,0.8025122121423587,2.0586182833217026
136868,27340,985900,2.60,0.4561,94549,2012,93.89513108614233,2.9616020576887747,57.25429017160687,0.84491587417703,86.8471104608632,0.00365764447695684,7.5310899780541325
84922,42712,450600,3.28,0.3557,94560,2012,91.4116739521728,7.221504871463787,47.71497919556172,4.49288256227758,39.90447649372542,0.7000374601985391,27.35296872073422
68370,16169,277100,3.00,0.4033,92587,2012,86.10796526991318,11.429461227032077,54.013618490457475,2.189374729420496,84.3898818727194,0.2288329519450801,1.2493042241325996
43506,3676,743200,2.49,0.5476,92590,2012,88.20375335120644,12.214363438520131,45.5893536121673,1.8226332970620238,81.14798694232861,0.7889009793253536,2.9379760609358
105501,39927,696000,2.89,0.4018,92620,2012,94.78951324938922,6.043818309435476,62.28970358219205,1.1871665790066872,47.070904400530964,0.6762341272822903,43.289002429433715
84499,59083,488900,2.82,0.3968,92630,2012,93.65917712284796,6.075936430067965,61.30627306273063,1.5097405345023103,68.43254404820337,0.6888614322224667,13.841544945246516
154970,10136,1000001,2.55,0.5514,92657,2012,95.79448144624168,4.469218626677191,55.07226428079834,0.0,80.05130228887136,0.1085240726124704,16.33780584056827
111821,33671,1000001,2.31,0.5332,92660,2012,93.23052041818288,7.240978575046932,61.678906987239976,0.5227049983665468,86.3651213210181,0.020789403344124022,8.476136734875709
133896,21448,612600,3.23,0.3545,92694,2012,94.7358526038729,2.9979485266691532,68.3868410622275,0.7040283476314807,79.78366281238344,0.08858634837747109,10.38325251771727
57641,86136,335800,4.42,0.3860,92704,2012,90.55608047380915,18.895501794838815,31.0829307568438,1.4395839138107178,56.34461781368998,1.3467075322745425,16.812946967586143
81642,43557,582500,3.18,0.4370,92867,2012,91.74910268756018,10.17127296180398,51.186144665987484,0.7415570402001974,62.17599926533048,0.3879973368230135,13.173542714144684
102608,65093,384600,4.19,0.3283,92880,2012,90.89392207150141,5.161609753833299,54.42974064625851,6.137372682162445,57.915597683314644,0.9893536939455855,20.317084786382562
108450,46907,681900,2.96,0.4266,92886,2012,93.25145914396887,3.540598290598291,64.29047724891245,1.213038565672501,75.0996652951585,0.7887948493828213,16.39627347730616
